instance,n_customers,placement_seed,coverage,coverage_pct,pair_rank_within_coverage,node_i,node_j
tc2c40s5ct3.xml,40,20240529,0.2,20%,63,35,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,64,14,32
tc2c40s5ct3.xml,40,20240529,0.2,20%,65,10,16
tc2c40s5ct3.xml,40,20240529,0.2,20%,66,6,15
tc2c40s5ct3.xml,40,20240529,0.2,20%,67,31,32
tc2c40s5ct3.xml,40,20240529,0.2,20%,68,19,24
tc2c40s5ct3.xml,40,20240529,0.2,20%,69,10,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,70,4,26
tc2c40s5ct3.xml,40,20240529,0.2,20%,71,19,32
tc2c40s5ct3.xml,40,20240529,0.2,20%,72,12,16
tc2c40s5ct3.xml,40,20240529,0.2,20%,73,24,27
tc2c40s5ct3.xml,40,20240529,0.2,20%,74,24,33
tc2c40s5ct3.xml,40,20240529,0.2,20%,75,20,21
tc2c40s5ct3.xml,40,20240529,0.2,20%,76,11,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,77,17,26
tc2c40s5ct3.xml,40,20240529,0.2,20%,78,2,17
tc2c40s5ct3.xml,40,20240529,0.2,20%,79,15,36
tc2c40s5ct3.xml,40,20240529,0.2,20%,80,16,18
tc2c40s5ct3.xml,40,20240529,0.2,20%,81,33,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,82,9,35
tc2c40s5ct3.xml,40,20240529,0.2,20%,83,6,10
tc2c40s5ct3.xml,40,20240529,0.2,20%,84,21,23
tc2c40s5ct3.xml,40,20240529,0.2,20%,85,30,38
tc2c40s5ct3.xml,40,20240529,0.2,20%,86,3,7
tc2c40s5ct3.xml,40,20240529,0.2,20%,87,14,34
tc2c40s5ct3.xml,40,20240529,0.2,20%,88,19,36
tc2c40s5ct3.xml,40,20240529,0.2,20%,89,23,34
tc2c40s5ct3.xml,40,20240529,0.2,20%,90,10,12
tc2c40s5ct3.xml,40,20240529,0.2,20%,91,22,23
tc2c40s5ct3.xml,40,20240529,0.2,20%,92,2,11
tc2c40s5ct3.xml,40,20240529,0.2,20%,93,15,24
tc2c40s5ct3.xml,40,20240529,0.2,20%,94,14,18
tc2c40s5ct3.xml,40,20240529,0.2,20%,95,13,38
tc2c40s5ct3.xml,40,20240529,0.2,20%,96,14,33
tc2c40s5ct3.xml,40,20240529,0.2,20%,97,10,37
tc2c40s5ct3.xml,40,20240529,0.2,20%,98,4,10
tc2c40s5ct3.xml,40,20240529,0.2,20%,99,18,40
tc2c40s5ct3.xml,40,20240529,0.2,20%,100,16,21
tc2c40s5ct3.xml,40,20240529,0.2,20%,101,12,26
tc2c40s5ct3.xml,40,20240529,0.2,20%,102,1,18
tc2c40s5ct3.xml,40,20240529,0.2,20%,103,1,22
tc2c40s5ct3.xml,40,20240529,0.2,20%,104,1,28
tc2c40s5ct3.xml,40,20240529,0.2,20%,105,5,16
tc2c40s5ct3.xml,40,20240529,0.2,20%,106,8,13
tc2c40s5ct3.xml,40,20240529,0.2,20%,107,14,17
tc2c40s5ct3.xml,40,20240529,0.2,20%,108,17,32
tc2c40s5ct3.xml,40,20240529,0.2,20%,109,31,36
tc2c40s5ct3.xml,40,20240529,0.2,20%,110,21,25
tc2c40s5ct3.xml,40,20240529,0.2,20%,111,5,9
tc2c40s5ct3.xml,40,20240529,0.2,20%,112,19,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,113,1,27
tc2c40s5ct3.xml,40,20240529,0.2,20%,114,19,38
tc2c40s5ct3.xml,40,20240529,0.2,20%,115,38,40
tc2c40s5ct3.xml,40,20240529,0.2,20%,116,20,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,117,6,34
tc2c40s5ct3.xml,40,20240529,0.2,20%,118,4,23
tc2c40s5ct3.xml,40,20240529,0.2,20%,119,25,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,120,6,36
tc2c40s5ct3.xml,40,20240529,0.2,20%,121,3,26
tc2c40s5ct3.xml,40,20240529,0.2,20%,122,6,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,123,7,18
tc2c40s5ct3.xml,40,20240529,0.2,20%,124,3,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,125,13,31
tc2c40s5ct3.xml,40,20240529,0.2,20%,126,9,18
tc2c40s5ct3.xml,40,20240529,0.2,20%,127,8,20
tc2c40s5ct3.xml,40,20240529,0.2,20%,128,10,24
tc2c40s5ct3.xml,40,20240529,0.2,20%,129,19,34
tc2c40s5ct3.xml,40,20240529,0.2,20%,130,8,12
tc2c40s5ct3.xml,40,20240529,0.2,20%,131,4,15
tc2c40s5ct3.xml,40,20240529,0.2,20%,132,33,37
tc2c40s5ct3.xml,40,20240529,0.2,20%,133,3,19
tc2c40s5ct3.xml,40,20240529,0.2,20%,134,2,3
tc2c40s5ct3.xml,40,20240529,0.2,20%,135,15,35
tc2c40s5ct3.xml,40,20240529,0.2,20%,136,5,11
tc2c40s5ct3.xml,40,20240529,0.2,20%,137,8,27
tc2c40s5ct3.xml,40,20240529,0.2,20%,138,17,33
tc2c40s5ct3.xml,40,20240529,0.2,20%,139,6,29
tc2c40s5ct3.xml,40,20240529,0.2,20%,140,30,40
tc2c40s5ct3.xml,40,20240529,0.2,20%,141,11,17
tc2c40s5ct3.xml,40,20240529,0.2,20%,142,4,32
tc2c40s5ct3.xml,40,20240529,0.2,20%,143,2,5
tc2c40s5ct3.xml,40,20240529,0.2,20%,144,11,34
tc2c40s5ct3.xml,40,20240529,0.2,20%,145,15,16
tc2c40s5ct3.xml,40,20240529,0.2,20%,146,28,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,147,4,33
tc2c40s5ct3.xml,40,20240529,0.2,20%,148,26,30
tc2c40s5ct3.xml,40,20240529,0.2,20%,149,2,27
tc2c40s5ct3.xml,40,20240529,0.2,20%,150,16,38
tc2c40s5ct3.xml,40,20240529,0.2,20%,151,6,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,152,14,15
tc2c40s5ct3.xml,40,20240529,0.2,20%,153,10,39
tc2c40s5ct3.xml,40,20240529,0.2,20%,154,26,40
tc2c40s5ct3.xml,40,20240529,0.2,20%,155,6,8
tc2c40s5ct3.xml,40,20240529,0.2,20%,156,2,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,1,7,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,2,6,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,3,4,12
tc2c40s5ct3.xml,40,20240529,0.3,30%,4,18,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,5,1,4
tc2c40s5ct3.xml,40,20240529,0.3,30%,6,3,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,7,16,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,8,13,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,9,3,6
tc2c40s5ct3.xml,40,20240529,0.3,30%,10,3,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,11,4,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,12,35,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,13,4,9
tc2c40s5ct3.xml,40,20240529,0.3,30%,14,5,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,15,16,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,16,5,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,17,1,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,18,14,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,19,26,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,20,17,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,21,16,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,22,12,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,23,3,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,24,2,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,25,12,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,26,21,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,27,4,5
tc2c40s5ct3.xml,40,20240529,0.3,30%,28,3,10
tc2c40s5ct3.xml,40,20240529,0.3,30%,29,5,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,30,7,12
tc2c40s5ct3.xml,40,20240529,0.3,30%,31,31,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,32,27,28
tc2c40s5ct3.xml,40,20240529,0.3,30%,33,23,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,34,24,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,35,4,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,36,21,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,37,14,21
tc2c40s5ct3.xml,40,20240529,0.3,30%,38,25,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,39,19,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,40,21,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,41,17,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,42,10,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,43,5,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,44,4,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,45,16,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,46,1,5
tc2c40s5ct3.xml,40,20240529,0.3,30%,47,11,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,48,1,8
tc2c40s5ct3.xml,40,20240529,0.3,30%,49,2,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,50,3,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,51,16,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,52,32,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,53,27,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,54,13,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,55,12,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,56,8,10
tc2c40s5ct3.xml,40,20240529,0.3,30%,57,2,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,58,18,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,59,21,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,60,26,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,61,5,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,62,7,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,63,35,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,64,14,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,65,10,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,66,6,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,67,31,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,68,19,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,69,10,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,70,4,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,71,19,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,72,12,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,73,24,27
tc2c40s5ct3.xml,40,20240529,0.3,30%,74,24,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,75,20,21
tc2c40s5ct3.xml,40,20240529,0.3,30%,76,11,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,77,17,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,78,2,17
tc2c40s5ct3.xml,40,20240529,0.3,30%,79,15,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,80,16,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,81,33,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,82,9,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,83,6,10
tc2c40s5ct3.xml,40,20240529,0.3,30%,84,21,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,85,30,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,86,3,7
tc2c40s5ct3.xml,40,20240529,0.3,30%,87,14,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,88,19,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,89,23,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,90,10,12
tc2c40s5ct3.xml,40,20240529,0.3,30%,91,22,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,92,2,11
tc2c40s5ct3.xml,40,20240529,0.3,30%,93,15,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,94,14,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,95,13,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,96,14,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,97,10,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,98,4,10
tc2c40s5ct3.xml,40,20240529,0.3,30%,99,18,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,100,16,21
tc2c40s5ct3.xml,40,20240529,0.3,30%,101,12,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,102,1,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,103,1,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,104,1,28
tc2c40s5ct3.xml,40,20240529,0.3,30%,105,5,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,106,8,13
tc2c40s5ct3.xml,40,20240529,0.3,30%,107,14,17
tc2c40s5ct3.xml,40,20240529,0.3,30%,108,17,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,109,31,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,110,21,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,111,5,9
tc2c40s5ct3.xml,40,20240529,0.3,30%,112,19,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,113,1,27
tc2c40s5ct3.xml,40,20240529,0.3,30%,114,19,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,115,38,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,116,20,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,117,6,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,118,4,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,119,25,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,120,6,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,121,3,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,122,6,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,123,7,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,124,3,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,125,13,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,126,9,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,127,8,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,128,10,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,129,19,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,130,8,12
tc2c40s5ct3.xml,40,20240529,0.3,30%,131,4,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,132,33,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,133,3,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,134,2,3
tc2c40s5ct3.xml,40,20240529,0.3,30%,135,15,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,136,5,11
tc2c40s5ct3.xml,40,20240529,0.3,30%,137,8,27
tc2c40s5ct3.xml,40,20240529,0.3,30%,138,17,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,139,6,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,140,30,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,141,11,17
tc2c40s5ct3.xml,40,20240529,0.3,30%,142,4,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,143,2,5
tc2c40s5ct3.xml,40,20240529,0.3,30%,144,11,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,145,15,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,146,28,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,147,4,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,148,26,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,149,2,27
tc2c40s5ct3.xml,40,20240529,0.3,30%,150,16,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,151,6,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,152,14,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,153,10,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,154,26,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,155,6,8
tc2c40s5ct3.xml,40,20240529,0.3,30%,156,2,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,157,3,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,158,10,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,159,11,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,160,36,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,161,20,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,162,3,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,163,23,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,164,11,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,165,13,21
tc2c40s5ct3.xml,40,20240529,0.3,30%,166,7,27
tc2c40s5ct3.xml,40,20240529,0.3,30%,167,7,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,168,17,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,169,13,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,170,2,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,171,27,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,172,24,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,173,9,13
tc2c40s5ct3.xml,40,20240529,0.3,30%,174,5,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,175,23,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,176,1,39
tc2c40s5ct3.xml,40,20240529,0.3,30%,177,25,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,178,3,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,179,13,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,180,22,28
tc2c40s5ct3.xml,40,20240529,0.3,30%,181,10,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,182,9,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,183,7,15
tc2c40s5ct3.xml,40,20240529,0.3,30%,184,5,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,185,24,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,186,7,13
tc2c40s5ct3.xml,40,20240529,0.3,30%,187,8,28
tc2c40s5ct3.xml,40,20240529,0.3,30%,188,5,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,189,8,18
tc2c40s5ct3.xml,40,20240529,0.3,30%,190,1,11
tc2c40s5ct3.xml,40,20240529,0.3,30%,191,2,13
tc2c40s5ct3.xml,40,20240529,0.3,30%,192,30,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,193,21,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,194,17,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,195,13,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,196,17,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,197,29,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,198,1,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,199,6,11
tc2c40s5ct3.xml,40,20240529,0.3,30%,200,27,36
tc2c40s5ct3.xml,40,20240529,0.3,30%,201,6,28
tc2c40s5ct3.xml,40,20240529,0.3,30%,202,5,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,203,7,8
tc2c40s5ct3.xml,40,20240529,0.3,30%,204,16,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,205,2,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,206,29,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,207,11,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,208,19,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,209,7,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,210,14,29
tc2c40s5ct3.xml,40,20240529,0.3,30%,211,20,32
tc2c40s5ct3.xml,40,20240529,0.3,30%,212,29,30
tc2c40s5ct3.xml,40,20240529,0.3,30%,213,6,16
tc2c40s5ct3.xml,40,20240529,0.3,30%,214,22,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,215,13,22
tc2c40s5ct3.xml,40,20240529,0.3,30%,216,12,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,217,25,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,218,12,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,219,28,37
tc2c40s5ct3.xml,40,20240529,0.3,30%,220,13,25
tc2c40s5ct3.xml,40,20240529,0.3,30%,221,9,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,222,18,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,223,25,26
tc2c40s5ct3.xml,40,20240529,0.3,30%,224,36,38
tc2c40s5ct3.xml,40,20240529,0.3,30%,225,17,23
tc2c40s5ct3.xml,40,20240529,0.3,30%,226,18,34
tc2c40s5ct3.xml,40,20240529,0.3,30%,227,9,24
tc2c40s5ct3.xml,40,20240529,0.3,30%,228,1,40
tc2c40s5ct3.xml,40,20240529,0.3,30%,229,1,20
tc2c40s5ct3.xml,40,20240529,0.3,30%,230,15,19
tc2c40s5ct3.xml,40,20240529,0.3,30%,231,5,31
tc2c40s5ct3.xml,40,20240529,0.3,30%,232,11,35
tc2c40s5ct3.xml,40,20240529,0.3,30%,233,29,33
tc2c40s5ct3.xml,40,20240529,0.3,30%,234,9,37
tc2c40s5ct3.xml,40,20240530,0.1,10%,1,10,19
tc2c40s5ct3.xml,40,20240530,0.1,10%,2,12,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,3,2,38
tc2c40s5ct3.xml,40,20240530,0.1,10%,4,11,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,5,3,19
tc2c40s5ct3.xml,40,20240530,0.1,10%,6,15,26
tc2c40s5ct3.xml,40,20240530,0.1,10%,7,5,30
tc2c40s5ct3.xml,40,20240530,0.1,10%,8,5,10
tc2c40s5ct3.xml,40,20240530,0.1,10%,9,1,23
tc2c40s5ct3.xml,40,20240530,0.1,10%,10,14,29
tc2c40s5ct3.xml,40,20240530,0.1,10%,11,19,29
tc2c40s5ct3.xml,40,20240530,0.1,10%,12,8,9
tc2c40s5ct3.xml,40,20240530,0.1,10%,13,18,40
tc2c40s5ct3.xml,40,20240530,0.1,10%,14,19,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,15,17,31
tc2c40s5ct3.xml,40,20240530,0.1,10%,16,21,22
tc2c40s5ct3.xml,40,20240530,0.1,10%,17,20,33
tc2c40s5ct3.xml,40,20240530,0.1,10%,18,14,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,19,8,19
tc2c40s5ct3.xml,40,20240530,0.1,10%,20,9,19
tc2c40s5ct3.xml,40,20240530,0.1,10%,21,28,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,22,26,40
tc2c40s5ct3.xml,40,20240530,0.1,10%,23,10,26
tc2c40s5ct3.xml,40,20240530,0.1,10%,24,11,23
tc2c40s5ct3.xml,40,20240530,0.1,10%,25,23,31
tc2c40s5ct3.xml,40,20240530,0.1,10%,26,20,32
tc2c40s5ct3.xml,40,20240530,0.1,10%,27,5,16
tc2c40s5ct3.xml,40,20240530,0.1,10%,28,15,38
tc2c40s5ct3.xml,40,20240530,0.1,10%,29,35,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,30,5,17
tc2c40s5ct3.xml,40,20240530,0.1,10%,31,18,28
tc2c40s5ct3.xml,40,20240530,0.1,10%,32,15,34
tc2c40s5ct3.xml,40,20240530,0.1,10%,33,19,20
tc2c40s5ct3.xml,40,20240530,0.1,10%,34,9,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,35,2,37
tc2c40s5ct3.xml,40,20240530,0.1,10%,36,7,8
tc2c40s5ct3.xml,40,20240530,0.1,10%,37,4,17
tc2c40s5ct3.xml,40,20240530,0.1,10%,38,21,35
tc2c40s5ct3.xml,40,20240530,0.1,10%,39,32,35
tc2c40s5ct3.xml,40,20240530,0.1,10%,40,18,27
tc2c40s5ct3.xml,40,20240530,0.1,10%,41,9,34
tc2c40s5ct3.xml,40,20240530,0.1,10%,42,10,24
tc2c40s5ct3.xml,40,20240530,0.1,10%,43,23,40
tc2c40s5ct3.xml,40,20240530,0.1,10%,44,27,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,45,6,30
tc2c40s5ct3.xml,40,20240530,0.1,10%,46,11,17
tc2c40s5ct3.xml,40,20240530,0.1,10%,47,10,15
tc2c40s5ct3.xml,40,20240530,0.1,10%,48,11,39
tc2c40s5ct3.xml,40,20240530,0.1,10%,49,8,38
tc2c40s5ct3.xml,40,20240530,0.1,10%,50,3,24
tc2c40s5ct3.xml,40,20240530,0.1,10%,51,15,31
tc2c40s5ct3.xml,40,20240530,0.1,10%,52,2,26
tc2c40s5ct3.xml,40,20240530,0.1,10%,53,22,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,54,5,8
tc2c40s5ct3.xml,40,20240530,0.1,10%,55,14,30
tc2c40s5ct3.xml,40,20240530,0.1,10%,56,27,37
tc2c40s5ct3.xml,40,20240530,0.1,10%,57,11,22
tc2c40s5ct3.xml,40,20240530,0.1,10%,58,12,18
tc2c40s5ct3.xml,40,20240530,0.1,10%,59,1,4
tc2c40s5ct3.xml,40,20240530,0.1,10%,60,20,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,61,4,33
tc2c40s5ct3.xml,40,20240530,0.1,10%,62,11,21
tc2c40s5ct3.xml,40,20240530,0.1,10%,63,4,25
tc2c40s5ct3.xml,40,20240530,0.1,10%,64,19,23
tc2c40s5ct3.xml,40,20240530,0.1,10%,65,27,32
tc2c40s5ct3.xml,40,20240530,0.1,10%,66,21,33
tc2c40s5ct3.xml,40,20240530,0.1,10%,67,2,40
tc2c40s5ct3.xml,40,20240530,0.1,10%,68,9,22
tc2c40s5ct3.xml,40,20240530,0.1,10%,69,30,36
tc2c40s5ct3.xml,40,20240530,0.1,10%,70,2,14
tc2c40s5ct3.xml,40,20240530,0.1,10%,71,18,21
tc2c40s5ct3.xml,40,20240530,0.1,10%,72,5,38
tc2c40s5ct3.xml,40,20240530,0.1,10%,73,8,20
tc2c40s5ct3.xml,40,20240530,0.1,10%,74,19,28
tc2c40s5ct3.xml,40,20240530,0.1,10%,75,8,21
tc2c40s5ct3.xml,40,20240530,0.1,10%,76,6,28
tc2c40s5ct3.xml,40,20240530,0.1,10%,77,11,29
tc2c40s5ct3.xml,40,20240530,0.1,10%,78,7,40
tc2c40s5ct3.xml,40,20240530,0.2,20%,1,10,19
tc2c40s5ct3.xml,40,20240530,0.2,20%,2,12,25
tc2c40s5ct3.xml,40,20240530,0.2,20%,3,2,38
tc2c40s5ct3.xml,40,20240530,0.2,20%,4,11,25
tc2c40s5ct3.xml,40,20240530,0.2,20%,5,3,19
tc2c40s5ct3.xml,40,20240530,0.2,20%,6,15,26
tc2c40s5ct3.xml,40,20240530,0.2,20%,7,5,30
tc2c40s5ct3.xml,40,20240530,0.2,20%,8,5,10
tc2c40s5ct3.xml,40,20240530,0.2,20%,9,1,23
tc2c40s5ct3.xml,40,20240530,0.2,20%,10,14,29
tc2c40s5ct3.xml,40,20240530,0.2,20%,11,19,29
tc2c40s5ct3.xml,40,20240530,0.2,20%,12,8,9
tc2c40s5ct3.xml,40,20240530,0.2,20%,13,18,40
tc2c40s5ct3.xml,40,20240530,0.2,20%,14,19,36
tc2c40s5ct3.xml,40,20240530,0.2,20%,15,17,31
tc2c40s5ct3.xml,40,20240530,0.2,20%,16,21,22
